Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
20210602-MA-CWS1F_S77_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.019580967299784556)	(32.0, 0.009790483649892278)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.019580967299784556)	(37.0, 0.03916193459956911)	(38.0, 0.019580967299784556)	(39.0, 0.0881143528490305)	(40.0, 0.44057176424515276)	(41.0, 0.2349716075974146)	(42.0, 0.11748580379870734)	(43.0, 0.3230859604464452)	(44.0, 0.8224006265909504)	(45.0, 1.194439005286858)	(46.0, 1.5958488349324444)	(47.0, 1.752496573330722)	(48.0, 2.153906402976302)	(49.0, 2.623849618171125)	(50.0, 5.179165850793034)	(51.0, 13.501076953201196)	(52.0, 22.18523595065637)	(53.0, 20.04112003132972)	(54.0, 13.412962600352172)	(55.0, 7.577834345016704)	(56.0, 3.504993146661417)	(57.0, 1.664382220481691)	(58.0, 0.9398864303896572)	(59.0, 0.28392402584687604)	(60.0, 0.13706677109849186)	(61.0, 0.03916193459956911)	(62.0, 0.04895241824946138)	(63.0, 0.019580967299784556)	(64.0, 0.009790483649892278)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210602-MA-CWS1F_S77_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.01948937828883262)	(32.0, 0.01948937828883262)	(33.0, 0.00974468914441631)	(34.0, 0.00974468914441631)	(35.0, 0.00974468914441631)	(36.0, 0.00974468914441631)	(37.0, 0.01948937828883262)	(38.0, 0.05846813486649785)	(39.0, 0.11693626973299572)	(40.0, 0.34106412005457093)	(41.0, 0.37029818748781984)	(42.0, 0.32157474176573825)	(43.0, 0.36055349834340356)	(44.0, 0.5164685246540646)	(45.0, 0.9744689144416298)	(46.0, 1.4324693042291996)	(47.0, 1.3740011693627012)	(48.0, 1.3057883453517867)	(49.0, 1.7930228025726056)	(50.0, 2.426427596959658)	(51.0, 3.6640031183005113)	(52.0, 7.951666341843766)	(53.0, 13.2917559929836)	(54.0, 18.631845644124056)	(55.0, 18.59286688754639)	(56.0, 12.39524459169735)	(57.0, 7.454687195478559)	(58.0, 3.5373221594231015)	(59.0, 1.6955759111284416)	(60.0, 0.7211069966868062)	(61.0, 0.30208536347690557)	(62.0, 0.08770220229974679)	(63.0, 0.06821282401091415)	(64.0, 0.05846813486649785)	(65.0, 0.00974468914441631)	(66.0, 0.00974468914441631)	(67.0, 0.0)	(68.0, 0.00974468914441631)	(69.0, 0.00974468914441631)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.00974468914441631)	(76.0, 0.00974468914441631)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210602-MA-CWS1P_S78_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.013176966662274385)	(27.0, 0.0)	(28.0, 0.02635393332454877)	(29.0, 0.03953089998682316)	(30.0, 0.0)	(31.0, 0.05270786664909754)	(32.0, 0.013176966662274385)	(33.0, 0.013176966662274385)	(34.0, 0.05270786664909754)	(35.0, 0.13176966662274386)	(36.0, 0.10541573329819508)	(37.0, 0.09223876663592069)	(38.0, 0.10541573329819508)	(39.0, 0.09223876663592069)	(40.0, 0.276716299907762)	(41.0, 0.276716299907762)	(42.0, 0.34260113321913394)	(43.0, 3.518250098827254)	(44.0, 6.588483331137207)	(45.0, 3.1097641322967533)	(46.0, 3.3601264988799633)	(47.0, 2.8857556990380924)	(48.0, 2.609039399130334)	(49.0, 3.241533798919496)	(50.0, 4.598761365133738)	(51.0, 10.528396363157325)	(52.0, 16.352615627882273)	(53.0, 15.891421794702696)	(54.0, 11.147713796284187)	(55.0, 5.995519831334843)	(56.0, 3.7817894320727374)	(57.0, 2.437738832520768)	(58.0, 1.2781657662406136)	(59.0, 0.4480168665173292)	(60.0, 0.2240084332586645)	(61.0, 0.15812359994729264)	(62.0, 0.10541573329819508)	(63.0, 0.0790617999736463)	(64.0, 0.013176966662274385)	(65.0, 0.013176966662274385)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210602-MA-CWS1P_S78_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.01324503311258279)	(27.0, 0.0)	(28.0, 0.01324503311258279)	(29.0, 0.0)	(30.0, 0.01324503311258279)	(31.0, 0.01324503311258279)	(32.0, 0.02649006622516558)	(33.0, 0.06622516556291394)	(34.0, 0.03973509933774837)	(35.0, 0.18543046357615903)	(36.0, 0.09271523178807951)	(37.0, 0.17218543046357623)	(38.0, 0.22516556291390738)	(39.0, 0.2649006622516557)	(40.0, 0.27814569536423844)	(41.0, 1.0463576158940393)	(42.0, 5.364238410596008)	(43.0, 2.066225165562919)	(44.0, 1.4304635761589404)	(45.0, 1.4701986754966891)	(46.0, 2.2251655629139133)	(47.0, 2.8344370860927195)	(48.0, 2.5298013245033197)	(49.0, 2.8609271523178847)	(50.0, 2.754966887417224)	(51.0, 3.867549668874162)	(52.0, 6.7947019867549905)	(53.0, 10.90066225165571)	(54.0, 14.688741721854173)	(55.0, 14.039735099337653)	(56.0, 9.774834437086202)	(57.0, 5.7218543046357535)	(58.0, 3.9867549668874056)	(59.0, 2.158940397350999)	(60.0, 1.2980132450331117)	(61.0, 0.4238410596026493)	(62.0, 0.07947019867549673)	(63.0, 0.09271523178807951)	(64.0, 0.09271523178807951)	(65.0, 0.01324503311258279)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.01324503311258279)	(69.0, 0.02649006622516558)	(70.0, 0.01324503311258279)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.01324503311258279)	(92.0, 0.01324503311258279)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210602-MA-CWS1W_S70_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.009422406482615641)	(31.0, 0.018844812965231283)	(32.0, 0.08480165834354078)	(33.0, 0.0659568453783095)	(34.0, 0.009422406482615641)	(35.0, 0.009422406482615641)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.018844812965231283)	(39.0, 0.0659568453783095)	(40.0, 0.39574107226985716)	(41.0, 0.2544049750306223)	(42.0, 0.16018091020446587)	(43.0, 1.16837840384434)	(44.0, 2.101196645623289)	(45.0, 1.6300763214925098)	(46.0, 2.0729294261754423)	(47.0, 2.063507019692827)	(48.0, 2.5911617827192956)	(49.0, 3.476867992085153)	(50.0, 5.1446339395081635)	(51.0, 12.465843776500279)	(52.0, 20.474889286724142)	(53.0, 19.080373127296866)	(54.0, 12.57891265429166)	(55.0, 6.850089512861643)	(56.0, 3.5051352115329997)	(57.0, 2.195420710449444)	(58.0, 0.8291717704701754)	(59.0, 0.3297842268915475)	(60.0, 0.131913690756619)	(61.0, 0.08480165834354078)	(62.0, 0.0659568453783095)	(63.0, 0.009422406482615641)	(64.0, 0.009422406482615641)	(65.0, 0.009422406482615641)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.009422406482615641)	(71.0, 0.009422406482615641)	(72.0, 0.0)	(73.0, 0.009422406482615641)	(74.0, 0.009422406482615641)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210602-MA-CWS1W_S70_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.009284189026088574)	(28.0, 0.027852567078265722)	(29.0, 0.027852567078265722)	(30.0, 0.037136756104354296)	(31.0, 0.06498932318262)	(32.0, 0.018568378052177148)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.009284189026088574)	(36.0, 0.018568378052177148)	(37.0, 0.037136756104354296)	(38.0, 0.04642094513044286)	(39.0, 0.14854702441741716)	(40.0, 0.3527991829913659)	(41.0, 0.6127564757218456)	(42.0, 1.708290780800302)	(43.0, 0.5663355305914028)	(44.0, 0.58490390864358)	(45.0, 0.9934082257914768)	(46.0, 1.5318911893046179)	(47.0, 1.6340172685915928)	(48.0, 1.6154488905394158)	(49.0, 2.283910500417787)	(50.0, 2.729551573670032)	(51.0, 3.509423451861461)	(52.0, 7.055983659827395)	(53.0, 12.812180856001989)	(54.0, 19.264692229134035)	(55.0, 17.38000185683784)	(56.0, 11.800204252158393)	(57.0, 6.851731501253441)	(58.0, 3.6486862872527914)	(59.0, 1.6711540246959473)	(60.0, 0.5199145854609603)	(61.0, 0.15783121344350573)	(62.0, 0.12997864636524)	(63.0, 0.05570513415653144)	(64.0, 0.009284189026088574)	(65.0, 0.027852567078265722)	(66.0, 0.009284189026088574)	(67.0, 0.009284189026088574)	(68.0, 0.009284189026088574)	(69.0, 0.0)	(70.0, 0.018568378052177148)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210602-MA-MBB1F_S68_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.018066847335140024)	(30.0, 0.009033423667570012)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.018066847335140024)	(38.0, 0.11743450767841014)	(39.0, 0.6413730803974704)	(40.0, 3.134598012646779)	(41.0, 2.7913279132791233)	(42.0, 2.908762420957532)	(43.0, 2.339656729900629)	(44.0, 2.764227642276414)	(45.0, 2.9268292682926718)	(46.0, 1.815718157181576)	(47.0, 2.655826558265575)	(48.0, 3.685636856368551)	(49.0, 3.1436314363143487)	(50.0, 4.859981933152686)	(51.0, 12.70099367660319)	(52.0, 9.105691056910528)	(53.0, 14.137308039746783)	(54.0, 22.12285456187958)	(55.0, 4.887082204155397)	(56.0, 1.4905149051490552)	(57.0, 1.2195121951219527)	(58.0, 0.43360433604336085)	(59.0, 0.0722673893405601)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210602-MA-MBB1F_S68_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.01865323633650438)	(30.0, 0.00932661816825219)	(31.0, 0.00932661816825219)	(32.0, 0.00932661816825219)	(33.0, 0.00932661816825219)	(34.0, 0.01865323633650438)	(35.0, 0.00932661816825219)	(36.0, 0.01865323633650438)	(37.0, 0.10259279985077409)	(38.0, 0.19585898153329592)	(39.0, 0.6062301809363921)	(40.0, 2.26636821488528)	(41.0, 4.252937884722997)	(42.0, 3.506808431262804)	(43.0, 2.9658645775041848)	(44.0, 3.497481813094552)	(45.0, 1.4269725797425876)	(46.0, 0.6621898899459051)	(47.0, 1.296399925387056)	(48.0, 1.697444506621903)	(49.0, 3.133743704532722)	(50.0, 3.7213206491326076)	(51.0, 5.903749300503682)	(52.0, 12.245849654914919)	(53.0, 10.110054094385289)	(54.0, 8.282036933407962)	(55.0, 19.613878007834632)	(56.0, 7.069576571535239)	(57.0, 3.76795373997387)	(58.0, 1.8186905428091815)	(59.0, 0.5875769445998877)	(60.0, 0.895355344152209)	(61.0, 0.16787912702853938)	(62.0, 0.01865323633650438)	(63.0, 0.01865323633650438)	(64.0, 0.01865323633650438)	(65.0, 0.00932661816825219)	(66.0, 0.0)	(67.0, 0.00932661816825219)	(68.0, 0.01865323633650438)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.00932661816825219)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210602-MA-MBB1P_S6_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0880281690140846)	(25.0, 0.07042253521126768)	(26.0, 0.03521126760563384)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.01760563380281692)	(30.0, 0.03521126760563384)	(31.0, 0.03521126760563384)	(32.0, 0.0880281690140846)	(33.0, 0.1056338028169015)	(34.0, 0.052816901408450766)	(35.0, 0.0)	(36.0, 0.01760563380281692)	(37.0, 0.01760563380281692)	(38.0, 0.17605633802816922)	(39.0, 0.6338028169014094)	(40.0, 1.778169014084507)	(41.0, 1.9542253521126776)	(42.0, 1.9894366197183118)	(43.0, 2.7112676056338105)	(44.0, 4.383802816901408)	(45.0, 5.1936619718309744)	(46.0, 2.8169014084507125)	(47.0, 3.0105633802817002)	(48.0, 2.552816901408457)	(49.0, 2.147887323943665)	(50.0, 4.383802816901408)	(51.0, 11.53169014084518)	(52.0, 10.017605633802882)	(53.0, 15.123239436619798)	(54.0, 21.443661971830714)	(55.0, 4.6302816901408415)	(56.0, 1.6549295774647883)	(57.0, 0.8274647887323958)	(58.0, 0.28169014084507066)	(59.0, 0.12323943661971842)	(60.0, 0.0)	(61.0, 0.01760563380281692)	(62.0, 0.0)	(63.0, 0.01760563380281692)	(64.0, 0.03521126760563384)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210602-MA-MBB1P_S6_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.10879419764279238)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.03626473254759746)	(29.0, 0.03626473254759746)	(30.0, 0.03626473254759746)	(31.0, 0.07252946509519492)	(32.0, 0.07252946509519492)	(33.0, 0.03626473254759746)	(34.0, 0.0)	(35.0, 0.03626473254759746)	(36.0, 0.01813236627379873)	(37.0, 0.12692656391659113)	(38.0, 0.2357207615593835)	(39.0, 0.39891205802357205)	(40.0, 1.2873980054397092)	(41.0, 3.009972801450596)	(42.0, 4.188576609247507)	(43.0, 4.49682683590208)	(44.0, 4.514959202175879)	(45.0, 1.7951042611060724)	(46.0, 1.0516772438803266)	(47.0, 1.2511332728921118)	(48.0, 1.7588395285584746)	(49.0, 3.336355394378976)	(50.0, 2.46600181323663)	(51.0, 4.696282864913864)	(52.0, 10.71622846781512)	(53.0, 11.532184950136084)	(54.0, 9.664551223934762)	(55.0, 19.709882139619054)	(56.0, 7.017225747960071)	(57.0, 3.4451495920217687)	(58.0, 1.359927470534904)	(59.0, 0.5983680870353584)	(60.0, 0.5439709882139621)	(61.0, 0.1631912964641886)	(62.0, 0.03626473254759746)	(63.0, 0.03626473254759746)	(64.0, 0.01813236627379873)	(65.0, 0.01813236627379873)	(66.0, 0.01813236627379873)	(67.0, 0.03626473254759746)	(68.0, 0.01813236627379873)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
