Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
20210615-MA-MBS1P_S89_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.01873887379368513)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.009369436896842566)	(30.0, 0.028108310690527695)	(31.0, 0.05621662138105539)	(32.0, 0.15928042724632357)	(33.0, 0.5527967769137113)	(34.0, 0.35603860208001764)	(35.0, 0.09369436896842566)	(36.0, 0.06558605827789796)	(37.0, 0.01873887379368513)	(38.0, 0.20612761173053637)	(39.0, 0.7870326993347746)	(40.0, 2.098753864892735)	(41.0, 1.9394734376464138)	(42.0, 2.0331678066148386)	(43.0, 6.6429307598614455)	(44.0, 7.392485711608855)	(45.0, 4.553546331865493)	(46.0, 2.6421812049095963)	(47.0, 2.220556544551687)	(48.0, 2.7077672631874936)	(49.0, 2.660920078703281)	(50.0, 3.6915581373559525)	(51.0, 11.768012742434085)	(52.0, 11.411974140354088)	(53.0, 12.967300665229864)	(54.0, 15.15974889909103)	(55.0, 4.328679846341266)	(56.0, 1.9863206221306262)	(57.0, 0.9650520003747833)	(58.0, 0.3372997282863325)	(59.0, 0.09369436896842566)	(60.0, 0.03747774758737026)	(61.0, 0.009369436896842566)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210615-MA-MBS1P_S89_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.009464319515426894)	(26.0, 0.009464319515426894)	(27.0, 0.0)	(28.0, 0.028392958546280687)	(29.0, 0.03785727806170758)	(30.0, 0.08517887563884206)	(31.0, 0.5300018928639062)	(32.0, 0.5583948514101867)	(33.0, 0.10410751466969587)	(34.0, 0.056785917092561373)	(35.0, 0.03785727806170758)	(36.0, 0.3123225440090876)	(37.0, 0.2271436683702454)	(38.0, 0.18928639030853783)	(39.0, 0.5489305318947599)	(40.0, 1.9591141396933704)	(41.0, 6.246450880181804)	(42.0, 8.546280522430497)	(43.0, 4.135907628241546)	(44.0, 3.3692977474919577)	(45.0, 1.3344690516751938)	(46.0, 0.8707173954192732)	(47.0, 1.6467915956842838)	(48.0, 1.9496498201779435)	(49.0, 2.6026878667423903)	(50.0, 2.7825099375354987)	(51.0, 3.4166193450690914)	(52.0, 10.921824720802514)	(53.0, 13.174332765473986)	(54.0, 8.536816202915071)	(55.0, 13.429869392390497)	(56.0, 5.830020821503009)	(57.0, 3.710013250047324)	(58.0, 1.53321976149916)	(59.0, 0.5962521294718942)	(60.0, 0.41643005867878363)	(61.0, 0.08517887563884206)	(62.0, 0.03785727806170758)	(63.0, 0.056785917092561373)	(64.0, 0.01892863903085379)	(65.0, 0.009464319515426894)	(66.0, 0.0)	(67.0, 0.009464319515426894)	(68.0, 0.009464319515426894)	(69.0, 0.0)	(70.0, 0.009464319515426894)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.009464319515426894)	(96.0, 0.009464319515426894)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210615-MA-MBS1W_S83_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.016973606042603798)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.016973606042603798)	(30.0, 0.033947212085207595)	(31.0, 0.042434015106509494)	(32.0, 0.050920818127811386)	(33.0, 0.042434015106509494)	(34.0, 0.0254604090639057)	(35.0, 0.0)	(36.0, 0.0254604090639057)	(37.0, 0.0254604090639057)	(38.0, 0.0763812271917171)	(39.0, 0.7213782568106606)	(40.0, 2.817618603072218)	(41.0, 2.8345922091148217)	(42.0, 2.5290673003479576)	(43.0, 2.4526860731562414)	(44.0, 3.0891962997538753)	(45.0, 3.4286684206059537)	(46.0, 1.850123058643815)	(47.0, 1.9265042858355312)	(48.0, 3.275905966222515)	(49.0, 2.9449206483917445)	(50.0, 4.158533480437938)	(51.0, 13.332767546465018)	(52.0, 11.168632776033109)	(53.0, 15.089535771874713)	(54.0, 18.39938895018283)	(55.0, 5.389119918526748)	(56.0, 2.724263769837899)	(57.0, 1.0608503776627378)	(58.0, 0.3819061359585857)	(59.0, 0.042434015106509494)	(60.0, 0.016973606042603798)	(61.0, 0.008486803021301899)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210615-MA-MBS1W_S83_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.017323516673884907)	(24.0, 0.017323516673884907)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.017323516673884907)	(29.0, 0.043308791684712265)	(30.0, 0.017323516673884907)	(31.0, 0.043308791684712265)	(32.0, 0.034647033347769814)	(33.0, 0.043308791684712265)	(34.0, 0.025985275010827365)	(35.0, 0.043308791684712265)	(36.0, 0.10394110004330946)	(37.0, 0.095279341706367)	(38.0, 0.095279341706367)	(39.0, 0.6929406669553957)	(40.0, 2.070160242529245)	(41.0, 4.105673451710726)	(42.0, 3.932438284971872)	(43.0, 2.433954092680823)	(44.0, 3.1702035513209212)	(45.0, 1.4205283672585656)	(46.0, 0.9181463837158994)	(47.0, 1.7236899090515518)	(48.0, 1.8362927674318024)	(49.0, 2.4599393676916503)	(50.0, 3.352100476396711)	(51.0, 4.460805543525377)	(52.0, 12.083152880034492)	(53.0, 13.001299263750338)	(54.0, 10.342139454309155)	(55.0, 15.677782589865807)	(56.0, 7.3018622780425275)	(57.0, 4.737981810307543)	(58.0, 2.3126894759636305)	(59.0, 0.6669553919445683)	(60.0, 0.45041143352100776)	(61.0, 0.10394110004330946)	(62.0, 0.034647033347769814)	(63.0, 0.008661758336942453)	(64.0, 0.025985275010827365)	(65.0, 0.008661758336942453)	(66.0, 0.0)	(67.0, 0.008661758336942453)	(68.0, 0.017323516673884907)	(69.0, 0.008661758336942453)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.008661758336942453)	(73.0, 0.017323516673884907)	(74.0, 0.008661758336942453)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210615-MA-SCB2F_S86_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 6.25)	(41.0, 12.5)	(42.0, 12.5)	(43.0, 6.25)	(44.0, 6.25)	(45.0, 6.25)	(46.0, 6.25)	(47.0, 0.0)	(48.0, 0.0)	(49.0, 0.0)	(50.0, 0.0)	(51.0, 6.25)	(52.0, 12.5)	(53.0, 6.25)	(54.0, 18.75)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210615-MA-SCB2F_S86_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.0)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.0)	(41.0, 0.0)	(42.0, 6.249999999999999)	(43.0, 0.0)	(44.0, 12.499999999999998)	(45.0, 6.249999999999999)	(46.0, 0.0)	(47.0, 0.0)	(48.0, 6.249999999999999)	(49.0, 6.249999999999999)	(50.0, 6.249999999999999)	(51.0, 0.0)	(52.0, 6.249999999999999)	(53.0, 18.749999999999996)	(54.0, 6.249999999999999)	(55.0, 12.499999999999998)	(56.0, 12.499999999999998)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210615-MA-SCB2P_S76_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.009507510933637595)	(26.0, 0.009507510933637595)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.009507510933637595)	(31.0, 0.01901502186727519)	(32.0, 0.14261266400456388)	(33.0, 0.19965772960638942)	(34.0, 0.09507510933637596)	(35.0, 0.07606008746910076)	(36.0, 0.09507510933637596)	(37.0, 0.08556759840273835)	(38.0, 0.4468530138809672)	(39.0, 0.5799581669518932)	(40.0, 1.6638144133865829)	(41.0, 2.4814603536794078)	(42.0, 1.930024719528435)	(43.0, 4.886860619889738)	(44.0, 5.752044114850784)	(45.0, 5.485833808708923)	(46.0, 5.799581669518973)	(47.0, 7.1686632439628255)	(48.0, 5.01045826202703)	(49.0, 2.386385244343033)	(50.0, 3.1564936299676676)	(51.0, 6.027761931926282)	(52.0, 8.233504468530187)	(53.0, 13.377067883627833)	(54.0, 15.012359764213473)	(55.0, 5.096025860429771)	(56.0, 2.2722951131393834)	(57.0, 1.0933637573683233)	(58.0, 0.6560182544209936)	(59.0, 0.4088229701464168)	(60.0, 0.23768777334093977)	(61.0, 0.03803004373455038)	(62.0, 0.03803004373455038)	(63.0, 0.0)	(64.0, 0.009507510933637595)	(65.0, 0.009507510933637595)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210615-MA-SCB2P_S76_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.009365926758452757)	(26.0, 0.018731853516905515)	(27.0, 0.009365926758452757)	(28.0, 0.03746370703381103)	(29.0, 0.0655614873091693)	(30.0, 0.04682963379226379)	(31.0, 0.1685866816521496)	(32.0, 0.1685866816521496)	(33.0, 0.05619556055071654)	(34.0, 0.028097780275358274)	(35.0, 0.03746370703381103)	(36.0, 0.17795260841060237)	(37.0, 0.46829633792263814)	(38.0, 0.4776622646810909)	(39.0, 0.44956448440573266)	(40.0, 1.2269364053573124)	(41.0, 3.540320314695123)	(42.0, 5.488433080453349)	(43.0, 4.870281914395449)	(44.0, 4.945209328463074)	(45.0, 2.8378758078111757)	(46.0, 1.9012831319659134)	(47.0, 3.278074365458449)	(48.0, 4.598670038400312)	(49.0, 6.2283412943711385)	(50.0, 3.1750491711154702)	(51.0, 3.324903999250713)	(52.0, 6.153413880303514)	(53.0, 7.680059941931315)	(54.0, 9.890418656926041)	(55.0, 11.932190690268627)	(56.0, 8.700945958602608)	(57.0, 4.027348506134678)	(58.0, 1.985576472791987)	(59.0, 0.7586400674346726)	(60.0, 0.5338578252318072)	(61.0, 0.4121007773719216)	(62.0, 0.14985482813524412)	(63.0, 0.08429334082607483)	(64.0, 0.018731853516905515)	(65.0, 0.028097780275358274)	(66.0, 0.009365926758452757)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210615-MA-SCB2W_S20_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.010794473229706437)	(29.0, 0.021588946459412874)	(30.0, 0.0)	(31.0, 0.010794473229706437)	(32.0, 0.03238341968911931)	(33.0, 0.05397236614853218)	(34.0, 0.021588946459412874)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.010794473229706437)	(38.0, 0.345423143350606)	(39.0, 0.863557858376514)	(40.0, 3.400259067357514)	(41.0, 5.526770293609711)	(42.0, 2.6230569948186617)	(43.0, 3.9723661485319472)	(44.0, 4.40414507772021)	(45.0, 3.3570811744386893)	(46.0, 3.6485319516407584)	(47.0, 6.152849740932702)	(48.0, 4.781951640759945)	(49.0, 2.752590673575137)	(50.0, 6.5846286701209715)	(51.0, 10.729706390328154)	(52.0, 6.897668393782467)	(53.0, 12.510794473229614)	(54.0, 14.885578583764895)	(55.0, 4.026338514680479)	(56.0, 1.5544041450777288)	(57.0, 0.3886010362694318)	(58.0, 0.1511226252158901)	(59.0, 0.10794473229706436)	(60.0, 0.14032815198618367)	(61.0, 0.010794473229706437)	(62.0, 0.010794473229706437)	(63.0, 0.010794473229706437)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
20210615-MA-SCB2W_S20_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.010511931041732352)	(27.0, 0.010511931041732352)	(28.0, 0.010511931041732352)	(29.0, 0.0)	(30.0, 0.010511931041732352)	(31.0, 0.04204772416692941)	(32.0, 0.031535793125197054)	(33.0, 0.021023862083464705)	(34.0, 0.010511931041732352)	(35.0, 0.0)	(36.0, 0.031535793125197054)	(37.0, 0.2838221381267735)	(38.0, 0.3468937243771677)	(39.0, 0.19972668979291466)	(40.0, 1.4085987595921365)	(41.0, 4.86702407232208)	(42.0, 6.25459896983079)	(43.0, 4.572690003153565)	(44.0, 4.3729633133606445)	(45.0, 2.712078208766943)	(46.0, 1.3034794491748123)	(47.0, 2.9328287606433188)	(48.0, 4.1837485546094575)	(49.0, 6.170503521496928)	(50.0, 2.680542415641746)	(51.0, 6.107431935246533)	(52.0, 8.14674655734266)	(53.0, 7.957531798591479)	(54.0, 11.962577525491287)	(55.0, 10.816777041942526)	(56.0, 7.32681593608752)	(57.0, 2.8697571743929258)	(58.0, 1.4821822768842636)	(59.0, 0.2943340691685058)	(60.0, 0.241774413959844)	(61.0, 0.05255965520866176)	(62.0, 0.13665510354252056)	(63.0, 0.1156312414590559)	(64.0, 0.010511931041732352)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.010511931041732352)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
